id,title,description,duration,difficulty,learning_path_id
2102,"Piano Unbound. Piano learning method, a course for beginners",Learn the basics of Node.js,2.5,Beginner,11
2103,Advanced Trombone Studies - Learn to Master the Trombone!,Learn the fundamentals of JavaScript programming.,8,Beginner,12
2104,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",Explore advanced CSS for modern web design.,2.5,Beginner,5
2105,Piano With Willie: Tritones & Phat Chords,"Learn the basics of html
",2,Intermediate,14
2106,Piano for Kids: Developing Your Child's Creative Abilities,Learn basics of react,4,Beginner,13
2107,Piano Lessons For The Hip Hop Fan,Learn the concept of nextjs,5.5,Intermediate,15
2108,French Horn Solos: Learn how to Perform Three Fun Pieces!,Learn the ETL process effectively,3,Beginner,19
2109,Bluegrass Guitar Essentials: Webisodes 9 & 10,Learn the concepts of DataBricks,2,Intermediate,7
2110,Clarinet Lessons For Beginners,Learn the process of data Transformation through dbt,3,Beginner,17
2111,Play music on Harmonica using 8 notes - learn easy tunes!,Learn python for data engineering,1,Beginner,1
2112,Learn Piano Online-A Quiet Solace Piano Solo,Learn statistics,1,Intermediate,13
2113,Bluegrass Guitar Essentials: Webisodes 7 & 8,Learn the basics of Node.js,2,Intermediate,9
2114,The Art of the Blues Shuffle - A Guitarist's Guide,Learn the fundamentals of JavaScript programming.,1.5,Intermediate,12
2115,Learn Piano Online-Ambiance Piano Solo,Explore advanced CSS for modern web design.,1,Intermediate,4
2116,Piano Lessons For Beginners,"Learn the basics of html
",4,Beginner,8
2117,The Theory & Practice of Modes on the Guitar,Learn basics of react,1.5,Intermediate,7
2118,Learn How To Play The Trumpet,Learn the concept of nextjs,1.5,Beginner,10
2119,Violin for Beginners,Learn the ETL process effectively,0.733333333,Beginner,3
2120,Beginner Acoustic Guitar Lessons,Learn the concepts of DataBricks,1,Beginner,12
2121,Aprendiendo Piano: Tocando piezas populares Vol.I,Learn the process of data Transformation through dbt,3.5,Beginner,12
2122,Curso de Bateria - Explorando Diferentes Divisões,Learn python for data engineering,2,Intermediate,17
2123,Escalas Pentatónicas para guitarristas,Learn statistics,0.6,Beginner,4
2124,Brass Master Class,Learn the basics of Node.js,2,Beginner,7
2125,Enseñando música: mejora tus clases de instrumento ,Learn the fundamentals of JavaScript programming.,1.5,Beginner,18
2126,Ukelele exprés: aprende a tocar en menos de un mes,Explore advanced CSS for modern web design.,1.5,Beginner,16
2127,Curso de Guitarra para Principiantes,"Learn the basics of html
",3,Beginner,10
2128,Mundharmonika spielen - mein schönstes Hobby,Learn basics of react,2.5,Beginner,13
2129,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,Learn the concept of nextjs,4.5,Intermediate,6
2130,Présentation du Banjo Ténor,Learn the ETL process effectively,1.5,Beginner,3
2131,Aprende a tocar el acordeón de botones,Learn the concepts of DataBricks,3.5,Beginner,8
2132,Aprendiendo piano: Lectura de piezas clásicas Vol.I,Learn the process of data Transformation through dbt,1.5,Beginner,7
2133,Pedais de efeito para Contrabaixo,Learn python for data engineering,2.5,Beginner,17
2134,Mantenimiento y octavación para guitarras eléctricas,Learn statistics,1,Beginner,17
2135,Aprende a tocar el violín desde cero,Learn the basics of Node.js,2.5,Beginner,3
2136,Aprende a tocar el teclado como los expertos,Learn the fundamentals of JavaScript programming.,2.5,Beginner,12
2137,Aprende a tocar el saxofón como siempre has querido,Explore advanced CSS for modern web design.,3.5,Beginner,2
2138,Guitarra para principiantes,"Learn the basics of html
",2,Beginner,19
2139,Aprende a tocar flauta transversal sin complicaciones,Learn basics of react,3,Beginner,5
2140,Aprende a tocar las escalas en el acordeón de botones.,Learn the concept of nextjs,1,Beginner,5
2141,Curso de Violão Prático,Learn the ETL process effectively,1.5,Beginner,17
2142,"Aprende a tocar percusiones: congas, bongós, maracas y más",Learn the concepts of DataBricks,3.5,Beginner,7
2143,Gitarre spielen - mein schönstes Hobby,Learn the process of data Transformation through dbt,2,Beginner,17
2144,Aprende a tocar la guitarra acústica como un profesional,Learn python for data engineering,3,Beginner,14
2145,Guitar Lesson - Five Steps to Learn Barre Chords,Learn statistics,0.55,Beginner,4
2146,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",Learn the basics of Node.js,1.5,Beginner,13
2147,Guitar Technique Mastery: The Ultimate Chop Building Workout,Learn the fundamentals of JavaScript programming.,1.5,Beginner,18
2148,Inside Drum Technique,Explore advanced CSS for modern web design.,2,Beginner,12
2149,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar","Learn the basics of html
",4,Intermediate,10
2150,Create Beautiful Music On The Piano Like a Pro In Minutes,Learn basics of react,1.5,Beginner,11
2151,Instant Harmonica - play the great Irish tune Molly Malone!,Learn the concept of nextjs,1,Beginner,10
2152,Instant Harmonica - play 'Can't Help Falling in Love' now!,Learn the ETL process effectively,1,Beginner,10
2153,Arpeggios for Guitar made Easy! Dominate the Fretboard,Learn the concepts of DataBricks,3,Beginner,8
2154,Guitar Lessons - The Modal System - Modes Essentials,Learn the process of data Transformation through dbt,2,Beginner,15
2155,Learn to Play Percussion: Beginner to Pro made the Easy Way!,Learn python for data engineering,6,Beginner,18
2156,Modern Piano Lessons For Beginners,Learn statistics,5,Beginner,18
2157,World Percussion: Complete Lessons for Everyone,Learn the basics of Node.js,4,Beginner,11
2158,Learn Lion (Saroo) Soundtrack On The Piano By Ear,Learn the fundamentals of JavaScript programming.,0.533333333,Beginner,14
2159,Acoustic Blues Guitar Lessons,Explore advanced CSS for modern web design.,4.5,Intermediate,15
2160,Play Guitar and Understand Music Quick & Easy in 28 Days!,"Learn the basics of html
",9.5,Beginner,13
2161,Learn How to Play the Violin - Violin Basics,Learn basics of react,0.533333333,Beginner,18
2162,Swing Low - The 101 Authentic Nashville Piano Style Course,Learn the concept of nextjs,1,Beginner,9
2163,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,Learn the ETL process effectively,1,Beginner,6
2164,Get Piano Skills TODAY!!! ,Learn the concepts of DataBricks,3.5,Beginner,6
2165,Learn the Violin - Scales and Fundamentals,Learn the process of data Transformation through dbt,3,Beginner,11
2166,Piano With Willie Building Technique with Scales Vol. 2,Learn python for data engineering,1.5,Beginner,20
2167,Master Flute Playing: Intermediate Instruction Made Simple!,Learn statistics,6,Intermediate,14
2168,How to Sing and Play the Guitar (at the same time),Learn the basics of Node.js,1.5,Beginner,6
2169,"Super Beginner Guitar - start right, start awesome",Learn the fundamentals of JavaScript programming.,2,Beginner,16
2170,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",Explore advanced CSS for modern web design.,4,Beginner,12
2171,Rhythm to Rock Drum Lesson 5,"Learn the basics of html
",1,Beginner,3
2172,Gibson's Learn & Master Guitar,Learn basics of react,38,Beginner,13
2173,Master the Trombone: Intermediate Instruction Made Simple!,Learn the concept of nextjs,9,Beginner,15
2174,Walking Bass Fundamentals,Learn the ETL process effectively,2,Beginner,16
2175,Circular Breathing for musicians - practical skills,Learn the concepts of DataBricks,1.5,Beginner,15
2176,Electric Bass for Busy Beginners Course 1,Learn the process of data Transformation through dbt,1.5,Beginner,10
2177,Guitar for Absolute Beginners (Class 1),Learn python for data engineering,1.5,Beginner,17
2178,Tenor Banjo for Absolute Beginners,Learn statistics,0.616666667,Beginner,1
2179,Guitar Lessons - 50 Essential Fast Legato Licks,Learn the basics of Node.js,3,Intermediate,1
2180,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,Learn the fundamentals of JavaScript programming.,2,Beginner,11
2181,Aprende batería con el nuevo método IDT,Explore advanced CSS for modern web design.,2,Beginner,15
2182,5 lecciones que todo guitarrista debe tomar,"Learn the basics of html
",1,Beginner,7
2183,Los 7 Acordes para Tocarlo Todo en un fin de semana,Learn basics of react,2,Beginner,1
2184,Curso de Violão Popular,Learn the concept of nextjs,6,Beginner,13
2185,Aprendiendo Piano: Ejercicios de calentamiento,Learn the ETL process effectively,0.55,Beginner,16
2186,Aprendiendo piano: Lectura de piezas clásicas Vol.II,Learn the concepts of DataBricks,1.5,Beginner,16
2187,"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",Learn the process of data Transformation through dbt,2.5,Beginner,1
2188,Guitarra Desde Cero - PARTE 1,Learn python for data engineering,7,Beginner,9
2189,Super-Curso de Guitarra Práctico Para Principiantes,Learn statistics,10.5,Beginner,16
2190,Explosão Pentatônica,Learn the basics of Node.js,1.5,Beginner,16
2191,Complete Beginners Introduction to Guitar,Learn the fundamentals of JavaScript programming.,1.5,Beginner,15
2192,Learn 10 Scottish Tunes Piano Easy Level,Explore advanced CSS for modern web design.,3.5,Beginner,8
2193,Fingerpicking Fundamentals,"Learn the basics of html
",1.5,Beginner,14
2194,Piano With A Pro,Learn basics of react,2.5,Beginner,12
2195,Piano Lessons for Beginners: Play the Piano AND Read Music!,Learn the concept of nextjs,4,Beginner,14
2196,Master the Tuba - Intermediate Instruction Made Simple!,Learn the ETL process effectively,8.5,Intermediate,20
2197,The Fun and Effective Piano Course,Learn the concepts of DataBricks,3.5,Beginner,14
2198,Advanced Flute Studies - Learn to Master the Flute!​,Learn the process of data Transformation through dbt,5,Beginner,13
2199,Alternate Picking Speed & Accuracy,Learn python for data engineering,3.5,Beginner,10
2200,"Master the Euphonium with Simple, Intermediate Instruction!",Learn statistics,8,Intermediate,7
2201,Master the Clarinet: Intermediate Instruction Made Simple!,Learn the basics of Node.js,7,Beginner,11
2202,Advanced Clarinet Studies - Learn to Master the Clarinet!,Learn the fundamentals of JavaScript programming.,4.5,Beginner,10
2203,Aprende a tocar ritmo pop en el piano y teclado,Explore advanced CSS for modern web design.,0.716666667,Beginner,9
2204,Aprendiendo Piano: Tocando piezas populares Vol.II,"Learn the basics of html
",1.5,Beginner,1
2205,Comment jouer du Pianoforte,Learn basics of react,3,Beginner,2
2206,Aprende a tocar blues en el piano y teclado,Learn the concept of nextjs,2.5,Beginner,10
2207,ABC DO VIOLÃO E GUITARRA,Learn the ETL process effectively,2.5,Beginner,19
2208,Suonare la Chitarra,Learn the concepts of DataBricks,1,Beginner,2
2209,Aprende todos los secretos de la guitarra flamenca,Learn the process of data Transformation through dbt,3.5,Beginner,17
2210,こどもギターレッスン　リトルギタリストⅠ,Learn python for data engineering,3,Beginner,9
2211,Aprende cómo tocar el Bajo Sexto,Learn statistics,3,Beginner,15
2212,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,Learn the basics of Node.js,3.5,Beginner,17
2213,Sistema Completo De Guitarra Rítmica Para Principiantes,Learn the fundamentals of JavaScript programming.,6,Beginner,13
2214,Curso de batería online de Patricio Iglesias (Santa Sabina),Explore advanced CSS for modern web design.,4,Intermediate,12
2215,"Learn Piano with Beyer, 15 Minutes Challenge","Learn the basics of html
",3,Beginner,8
2216,"Classical Guitar Master Class: 'Alman  """,Learn basics of react,2,Intermediate,3
2217,Blues Accelerator - 21 Days to Blues Guitar Mastery,Learn the concept of nextjs,7,Beginner,14
2218,Alto Saxophone Lessons For Beginners,Learn the ETL process effectively,3,Beginner,13
2219,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,Learn the concepts of DataBricks,0.733333333,Beginner,10
2220,Piano With Willie: Jazz & Gospel Exercises,Learn the process of data Transformation through dbt,2,Intermediate,1
2221,Bending the blue notes to give you killer sound on harmonica,Learn python for data engineering,2,Intermediate,20
2222,"Beginner's Guitar: Tuning, Strumming, and Chords!",Learn statistics,0.616666667,Beginner,13
2223,Instant Harmonica - play The Lion Sleeps Tonight - today!,Learn the basics of Node.js,1,Beginner,3
2224,Piano With Willie Building Technique with Scales Vol. 3,Learn the fundamentals of JavaScript programming.,1.5,Beginner,17
2225,Instant Bodhran - part two; learning further drumming skills,Explore advanced CSS for modern web design.,1,Beginner,3
2226,Guitar Essentials,"Learn the basics of html
",1.5,Beginner,2
2227,Rhythm to Rock Drum Lessons,Learn basics of react,1,Beginner,18
2228,Learn to play and improve 12 bar blues harmonica solos,Learn the concept of nextjs,1,Beginner,11
2229,Learn to improvise on your harmonica - in nice easy steps,Learn the ETL process effectively,2,Beginner,6
2230,Learning Electric Guitar for Absolute Beginners,Learn the concepts of DataBricks,1.5,Beginner,9
2231,Advanced Bassoon Studies - Learn to Master the Bassoon!​,Learn the process of data Transformation through dbt,6.5,Beginner,18
2232,Blues Guitar Lessons: Play Like the Greats - All Levels,Learn python for data engineering,2.5,Beginner,14
2233,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,Learn statistics,2,Beginner,3
2234,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,Learn the basics of Node.js,1.5,Beginner,14
2235,Electric Bass Right From The Start,Learn the fundamentals of JavaScript programming.,0.666666667,Beginner,16
2236,Beginner Guitar Essentials,Explore advanced CSS for modern web design.,4.5,Beginner,9
2237,Advanced Tuba Studies - Become a Master of the Tuba!​,"Learn the basics of html
",5,Beginner,8
2238,'Greensleeves' Creative Piano Lessons Course,Learn basics of react,2,Beginner,14
2239,Rhythm to Rock Drum Lesson 4,Learn the concept of nextjs,1.5,Beginner,11
2240,Hands On Guitar: Beyond Beginner,Learn the ETL process effectively,3,Beginner,20
2241,Instant harmonica - play Auld Lang Syne the neet (tonight)!,Learn the concepts of DataBricks,1,Beginner,3
2242,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,Learn the process of data Transformation through dbt,1,Beginner,20
2243,The Ultimate Method for Learning Modern Piano & Keyboards,Learn python for data engineering,2.5,Beginner,6
2244,Master the Bassoon - Intermediate Instruction Made Simple!,Learn statistics,7.5,Beginner,3
2245,Oboe Pro Series - You're going to love practicing the Oboe,Learn the basics of Node.js,7,Beginner,7
2246,Instant Harmonica - play this classic GAME OF THRONES theme!,Learn the fundamentals of JavaScript programming.,1,Beginner,16
2247,"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",Explore advanced CSS for modern web design.,2.5,Intermediate,12
2248,Learn 4 Vital things that will make your DRUM PLAYING EASIER,"Learn the basics of html
",0.616666667,Beginner,11
2249,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,Learn basics of react,1,Intermediate,19
2250,Traditional-Style Electric Blues Guitar For Beginners,Learn the concept of nextjs,3,Beginner,8
2251,Aprende a tocar los mejores solos en la guitarra eléctrica,Learn the ETL process effectively,2,Beginner,12
2252,Aprende a tocar la guitarra,Learn the concepts of DataBricks,1.5,Beginner,15
2253,Aprende a tocar el piano desde cero,Learn the process of data Transformation through dbt,4,Beginner,7
2254,Aprende a tocar el clarinete.  ,Learn python for data engineering,3,Beginner,10
2255,Ahora aprende a tocar jazz en el piano,Learn statistics,1.5,Beginner,17
2256,こどもギターレッスン　リトルギタリストⅡ,Learn the basics of Node.js,3.5,Beginner,10
2257,Aprende a tocar el contrabajo sin complicaciones,Learn the fundamentals of JavaScript programming.,3,Beginner,14
2258,Aprende a tocar la guitarra eléctrica,Explore advanced CSS for modern web design.,5.5,Beginner,9
2259,Aprende a improvisar en la guitarra eléctrica,"Learn the basics of html
",3,Beginner,8
2260,Curso de Teclado,Learn basics of react,1.5,Beginner,10
2261,Guitarra Acústica en Siete Días,Learn the concept of nextjs,2.5,Beginner,5
2262,improvisación de Guitarra,Learn the ETL process effectively,1,Beginner,9
2263,Step by Step Classical Guitar Course,Learn the concepts of DataBricks,4.5,Beginner,5
2264,Piano With Willie Building Technique with Scales Vol. 4,Learn the process of data Transformation through dbt,1.5,Beginner,3
2265,Back In Black the AC/DC Classic Rock Track,Learn python for data engineering,2,Intermediate,11
2266,Keyboard Basics,Learn statistics,2,Beginner,2
2267,Beginner Guitar Lessons,Learn the basics of Node.js,1,Beginner,11
2268,Guitar Fundamentals for Beginners,Learn the fundamentals of JavaScript programming.,2,Beginner,12
2269,Easy Piano - learn and play along,Explore advanced CSS for modern web design.,1,Beginner,7
2270,Learn Piano: The Basics of Keyboards,"Learn the basics of html
",1.5,Beginner,13
2271,Bassoon Pro Series - You're going to love practicing Bassoon,Learn basics of react,6.5,Beginner,12
2272,Acoustic Guitar Lessons For Beginners,Learn the concept of nextjs,3,Beginner,7
2273,Coach Guitar - Amazing New Way To Learn Guitar With Colors,Learn the ETL process effectively,3.5,Beginner,2
2274,Mastering the Art of Guitar Chords,Learn the concepts of DataBricks,1.5,Beginner,12
2275,30 Day Guitar Jump Start for Success,Learn the process of data Transformation through dbt,4,Beginner,10
2276,Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,Learn python for data engineering,5,Beginner,3
2277,The 7 Day Guitar Method,Learn statistics,2.5,Beginner,19
2278,Instant Harmonica - play Star Wars + the Lion Sleeps now!,Learn the basics of Node.js,1.5,Beginner,18
2279,Instant harmonica - play Adele's wonderful 'Hello' today!,Learn the fundamentals of JavaScript programming.,1,Beginner,2
2280,Guitar Strumming 101 - Have More Fun Playing Songs You Love,Explore advanced CSS for modern web design.,1,Beginner,4
2281,Master Oboe Playing: Intermediate Instruction Made Simple!,"Learn the basics of html
",5.5,Intermediate,13
2282,Drum Set for Beginners,Learn basics of react,3.5,Beginner,15
2283,Guitar Lessons - Economy Picking Essentials,Learn the concept of nextjs,1.5,Intermediate,19
2284,Blues Guitar Lessons - Blues Guitar - Robert Johnson,Learn the ETL process effectively,2.5,Intermediate,4
2285,TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,Learn the concepts of DataBricks,4.5,Beginner,12
2286,Learn to Play Irish Fiddle,Learn the process of data Transformation through dbt,5.5,Beginner,4
2287,Hands-On Guitar: The Beginner's Guide,Learn python for data engineering,4,Beginner,7
2288,Slap Bass For Beginners,Learn statistics,1.5,Beginner,14
2289,Piano Lessons for Beginners Made Easy,Learn the basics of Node.js,3,Beginner,2
2290,Horn Pro Series - You're going to love playing French Horn,Learn the fundamentals of JavaScript programming.,8,Beginner,16
2291,Instant Harmonica - play the Irish tune Whiskey in the Jar!,Explore advanced CSS for modern web design.,1,Beginner,5
2292,Didgeridoo - from zero to HERO! Part Three. Advanced level.,"Learn the basics of html
",1.5,Advanced,14
2293,Saxophone Pro Series - You're going to love practicing Sax,Learn basics of react,5.5,Beginner,20
2294,Easy Piano for Kids - Complete Beginner Piano Course,Learn the concept of nextjs,5.5,Beginner,9
2295,Guitar Lessons - Two Handed Tapping Essentials,Learn the ETL process effectively,1.5,Intermediate,8
2296,Clarinet Pro Series - Fall in love with the Clarinet,Learn the concepts of DataBricks,6,Beginner,3
2297,Advanced Trumpet Studies - Learn to Master the Trumpet!​,Learn the process of data Transformation through dbt,4,Intermediate,6
2298,Poldark TV series Soundtracks for Piano-Quicklessons,Learn python for data engineering,1,Beginner,6
2299,Master the Saxophone: Intermediate Instruction Made Simple!,Learn statistics,5.5,Intermediate,15
2300,You Can Play Jazz Saxophone,Learn the basics of Node.js,1.5,Beginner,10
2301,"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",Learn the fundamentals of JavaScript programming.,2,Beginner,16
2302,Building Up To Barre Chords,Explore advanced CSS for modern web design.,0.716666667,Beginner,1
2303,Learn the Violin - Bowing Techniques,"Learn the basics of html
",0.666666667,Intermediate,16
2304,Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,Learn basics of react,2,Beginner,17
2305,Back 2 The Basics,Learn the concept of nextjs,3,Beginner,12
2306,Play the Jews Harp - instant skills for non musicians.,Learn the ETL process effectively,2.5,Intermediate,8
2307,Master Trumpet Playing: Intermediate Instruction Made Simple,Learn the concepts of DataBricks,7,Intermediate,11
2308,Practical Guitar Theory: Level 1,Learn the process of data Transformation through dbt,1.5,Beginner,17
2309,Instant harmonica - enjoy playing Silent Night tonight!,Learn python for data engineering,0.633333333,Beginner,2
2310,HARP&SOUL  |  Learn the Secrets of the Harmonica,Learn statistics,2,Beginner,6
2311,"Play Leyenda, Canarios, and Bach on Classical Guitar",Learn the basics of Node.js,7.5,Intermediate,11
2312,Instant Harmonica - play the cool tune Dirty Old Town now!,Learn the fundamentals of JavaScript programming.,1.5,Beginner,18
2313,Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,Explore advanced CSS for modern web design.,2,Beginner,13
2314,Guitar Lessons : Rock Guitar in 1 Day!,"Learn the basics of html
",1.5,Beginner,3
2315,Tenor Banjo,Learn basics of react,1,Intermediate,6
2316,Introduction to Lead Guitar,Learn the concept of nextjs,1.5,Intermediate,11
2317,Piano With Willie: Basics of Improvisation,Learn the ETL process effectively,3.5,Beginner,8
2318,Euphonium Pro Series - Fall in love with the Euphonium,Learn the concepts of DataBricks,7.5,Beginner,20
2319,Pure Rock Guitar : Play Like the Gods of Rock!,Learn the process of data Transformation through dbt,4.5,Beginner,1
2320,Master the French Horn: Intermediate Instruction Made Simple,Learn python for data engineering,7.5,Intermediate,17
2321,Classical Guitar Technique: 80/20,Learn statistics,2.5,Beginner,5
2322,Total beginner to intermediate guitar - Learn to play by ear,Learn the basics of Node.js,3,Beginner,9
2323,Aprende escalas y arpegios  Vol. I: Modo mayor,Learn the fundamentals of JavaScript programming.,1.5,Beginner,20
2324,Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,Explore advanced CSS for modern web design.,4,Beginner,15
2325,Ukulele lernen für Papas mit Bruder Jakob,"Learn the basics of html
",1,Beginner,18
2326,Tin Whistle Básico,Learn basics of react,1.5,Beginner,6
2327,Leve a sua técnica de pedal duplo para um novo patamar,Learn the concept of nextjs,5.5,Intermediate,5
2328,Sevillanas con Castañuelas - Baile y toque al mismo tiempo,Learn the ETL process effectively,1.5,Beginner,20
2329,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,Learn the concepts of DataBricks,2,Beginner,7
2330,【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,Learn the process of data Transformation through dbt,0.583333333,Beginner,4
2331,Aprende a Tocar Teclado - Piano,Learn python for data engineering,3.5,Beginner,13
2332,Castañuelas por Sevillanas - Curso del toque de castañuelas,Learn statistics,0.716666667,Beginner,17
2333,Aprende a tocar el acordeón de botones,Learn the basics of Node.js,2,Beginner,11
2334,Aprende a tocar Música Cristiana en el piano y teclado,Learn the fundamentals of JavaScript programming.,1,Beginner,18
2335,Easy Guitar Songwriting And Harmony,Explore advanced CSS for modern web design.,3.5,Beginner,1
2336,How to play easy tunes on the harmonica - just the basics,"Learn the basics of html
",1.5,Beginner,5
2337,Rhythm to Rock Drum Lessons 2,Learn basics of react,1,Beginner,7
2338,Instant Harmonica - play Over the Rainbow + Skye Boat now!,Learn the concept of nextjs,1.5,Beginner,12
2339,Bagpipe Instruction For Beginners,Learn the ETL process effectively,1,Beginner,14
2340,"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",Learn the concepts of DataBricks,3,Beginner,10
2341,Rhythm to Rock Drum Lessons 3,Learn the process of data Transformation through dbt,1,Beginner,20
2342,Guitar Lessons - Sweep Picking Arpeggio Essentials,Learn python for data engineering,1.5,Intermediate,7
2343,Painless Piano!,Learn statistics,3.5,Beginner,16
2344,Beginning Flute Lessons,Learn the basics of Node.js,2.5,Beginner,18
2345,Piano Lesson Variety,Learn the fundamentals of JavaScript programming.,4,Intermediate,5
2346,Pop and Jazz Keyboards and Harmony (beginner level),Explore advanced CSS for modern web design.,3,Beginner,20
2347,Starting to play the blues on your harmonica in easy steps ,"Learn the basics of html
",2,Intermediate,9
2348,Learn the Viola - Scales and Fundamentals,Learn basics of react,2.5,Beginner,17
2349,"Learn to Play 'Let It Snow on Piano""",Learn the concept of nextjs,1,Intermediate,19
2350,Instant Harmonica - play the Irish anthem Danny Boy today!,Learn the ETL process effectively,1,Beginner,4
2351,Piano Building Blocks: Learn Chord Additions & Variations,Learn the concepts of DataBricks,1,Beginner,19
2352,Advanced Saxophone Studies - Learn to Master the Saxophone!,Learn the process of data Transformation through dbt,4,Intermediate,9
2353,Killer Harmonica sounds using the tongue and bending notes ,Learn python for data engineering,2,Intermediate,9
2354,Instant Harmonica - play When the Saints on harmonica now!,Learn statistics,1,Beginner,7
2355,Strumming the Guitar - 5 Lessons on Strum Patterns,Learn the basics of Node.js,0.633333333,Beginner,17
2356,Learn Piano Online-Keys to the Keyboard,Learn the fundamentals of JavaScript programming.,2,Beginner,17
2357,Ukulele Lessons For Beginners - Fast Track Your Learning,Explore advanced CSS for modern web design.,1,Beginner,1
2358,Blues Guitar Lessons - Ragtime Blues Guitar,"Learn the basics of html
",2,Advanced,1
2359,Getting Started with Power Chords,Learn basics of react,1,Beginner,15
2360,Blues Master - Professional Techniques Piano Course,Learn the concept of nextjs,1,Beginner,11
2361,Drumming 101: The Essential Elements,Learn the ETL process effectively,1.5,Beginner,12
2362,Flute Lessons For Beginners,Learn the concepts of DataBricks,2.5,Beginner,7
2363,Guitar for Christmas!,Learn the process of data Transformation through dbt,0.533333333,Beginner,10
2364,Learn Piano Online-Nocturnal Piano Solo,Learn python for data engineering,1.5,Intermediate,2
2365,Guitar Chords and Basic Strumming,Learn statistics,2.5,Beginner,6
2366,Getting Started on the Acoustic Guitar,Learn the basics of Node.js,1,Beginner,7
2367,Learn Piano Online-In the Garden Piano Solo,Learn the fundamentals of JavaScript programming.,1,Intermediate,9
2368,Saxophone Essentials: Beginners Course,Explore advanced CSS for modern web design.,1.5,Beginner,18
2369,Learn To Play The Guitar In A Day,"Learn the basics of html
",1,Beginner,4
2370,88 Logic - The Essential Guide To Learning Piano,Learn basics of react,0.533333333,Beginner,10
2371,Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,Learn the concept of nextjs,2,Intermediate,15
2372,Instant Harmonica - play Dylan's Like a Rolling Stone now!,Learn the ETL process effectively,1.5,Beginner,16
2373,Advanced Oboe Studies - Become a Master Oboist!​,Learn the concepts of DataBricks,4,Advanced,14
2374,Instant Harmonica - play 'I just called to say I love you',Learn the process of data Transformation through dbt,1,Beginner,7
2375,Jazz piano improvisation: The girl form Ipanema. Bossa nova,Learn python for data engineering,0.55,Beginner,2
2376,Drum Lessons For Beginners,Learn statistics,2.5,Beginner,12
2377,Piano With Willie: Jazz Kids - Vol 3,Learn the basics of Node.js,3,Beginner,1
2378,Quick Piano Lessons - Tutorials for Drake's Greatest Hits,Learn the fundamentals of JavaScript programming.,0.55,Beginner,15
2379,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",Explore advanced CSS for modern web design.,1.5,Intermediate,20
2380,Guitar - Rock - Beginner with Marc Seal,"Learn the basics of html
",1,Beginner,11
2381,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",Learn basics of react,2,Beginner,18
2382,Bluegrass Guitar Essentials: Webisodes 11 & 12,Learn the concept of nextjs,2,Beginner,6
2383,Advanced Horn Studies - Learn to Master the French Horn!​,Learn the ETL process effectively,7,Beginner,4
2384,Learn To Play Guitar Complete Beginners Quick Start,Learn the concepts of DataBricks,1,Beginner,19
2385,Piano With Willie: Jazz Kids - Vol 4,Learn the process of data Transformation through dbt,3.5,Intermediate,13
2386,Instant Harmonica - play the old Popeye Spinach song now !,Learn python for data engineering,0.6,Beginner,17
2387,Piano With Willie: Jazz Kids - Vol 2,Learn statistics,3,Beginner,18
2388,Practice guitar with no previous experience and become a pro,Learn the basics of Node.js,1,Beginner,3
2389,The Music Coach Online Spirit Drum Course,Learn the fundamentals of JavaScript programming.,5.5,Beginner,20
2390,Make Electronic Music with the iPad,Explore advanced CSS for modern web design.,1.5,Beginner,6
2391,Learn Loreena McKennitt Songs-Quicklessons Piano Course,"Learn the basics of html
",0.566666667,Beginner,7
2392,Guitar 201: Breakthroughs,Learn basics of react,2.5,Beginner,1
